event,probability
lead,0.47172619047619047
emerge,0.08779761904761904
plan,0.19940476190476192
carry,0.17857142857142858
allege,0.10416666666666667
connect,0.017857142857142856
believe,0.19940476190476192
approve,0.12202380952380952
challenge,0.05357142857142857
implement,0.044642857142857144
recommend,0.047619047619047616
shift,0.02976190476190476
abandon,0.06994047619047619
condemn,0.14285714285714285
allow,0.20684523809523808
devalue,0.005952380952380952
win,0.15178571428571427
suffer,0.10714285714285714
undergo,0.025297619047619048
inaugurate,0.020833333333333332
control,0.07291666666666667
sponsor,0.025297619047619048
create,0.20982142857142858
move,0.21875
tighten,0.013392857142857142
benefit,0.03273809523809524
increase,0.12202380952380952
use,0.23511904761904762
make,0.4166666666666667
reach,0.1488095238095238
evidence,0.005952380952380952
demand,0.17113095238095238
comment,0.052083333333333336
pour,0.010416666666666666
distort,0.005952380952380952
stop,0.08035714285714286
hear,0.09375
act,0.11904761904761904
centralize,0.002976190476190476
stand,0.08482142857142858
advance,0.047619047619047616
find,0.22321428571428573
collaborate,0.00744047619047619
supply,0.019345238095238096
fault,0.001488095238095238
shoot,0.11904761904761904
kill,0.28869047619047616
reorganize,0.01488095238095238
dismiss,0.15476190476190477
disarm,0.013392857142857142
give,0.38244047619047616
remove,0.19196428571428573
bring,0.22023809523809523
aspire,0.005952380952380952
compile,0.010416666666666666
have,0.34077380952380953
identify,0.05357142857142857
lose,0.18601190476190477
come,0.2976190476190476
fire,0.08779761904761904
replace,0.20684523809523808
claim,0.25744047619047616
represent,0.06398809523809523
face,0.13839285714285715
begin,0.3794642857142857
accuse,0.22470238095238096
accord,0.19791666666666666
divide,0.049107142857142856
felt,0.09821428571428571
receive,0.31101190476190477
form,0.25148809523809523
grow,0.12053571428571429
attend,0.15922619047619047
perceive,0.028273809523809524
saw,0.15773809523809523
object,0.046130952380952384
please,0.00744047619047619
write,0.21279761904761904
become,0.49404761904761907
throw,0.043154761904761904
reduce,0.07738095238095238
spurn,0.001488095238095238
compare,0.03422619047619048
handle,0.008928571428571428
meet,0.23214285714285715
reject,0.15476190476190477
encourage,0.09077380952380952
maintain,0.11904761904761904
hatch,0.00744047619047619
able,0.11011904761904762
take,0.5520833333333334
propose,0.12053571428571429
quash,0.00744047619047619
rise,0.08928571428571429
occur,0.17559523809523808
motivate,0.022321428571428572
suggest,0.15029761904761904
discuss,0.08779761904761904
involve,0.15178571428571427
secure,0.0625
detect,0.004464285714285714
participate,0.13095238095238096
ask,0.23065476190476192
indicate,0.08482142857142858
criticize,0.10863095238095238
request,0.10714285714285714
turn,0.14732142857142858
agree,0.17708333333333334
reluctant,0.008928571428571428
foresee,0.013392857142857142
submit,0.0744047619047619
appraise,0.005952380952380952
fear,0.09821428571428571
seem,0.05803571428571429
deteriorate,0.04017857142857143
resist,0.05357142857142857
reassert,0.004464285714285714
leave,0.2916666666666667
travel,0.10267857142857142
promise,0.12202380952380952
station,0.049107142857142856
order,0.2916666666666667
mobilize,0.028273809523809524
refuse,0.25595238095238093
capture,0.12053571428571429
break,0.16964285714285715
inform,0.125
dissolve,0.13392857142857142
disband,0.046130952380952384
proceed,0.05803571428571429
continue,0.29017857142857145
threaten,0.12648809523809523
advise,0.06994047619047619
do,0.14285714285714285
appear,0.15327380952380953
wound,0.08928571428571429
quoth,0.001488095238095238
lack,0.020833333333333332
decide,0.2261904761904762
go,0.28720238095238093
determine,0.041666666666666664
prefer,0.02976190476190476
select,0.043154761904761904
exclude,0.03273809523809524
display,0.03273809523809524
manifest,0.010416666666666666
play,0.12351190476190477
share,0.03720238095238095
rely,0.03273809523809524
issue,0.21279761904761904
suspend,0.1488095238095238
name,0.16815476190476192
decree,0.026785714285714284
ban,0.11011904761904762
establish,0.23958333333333334
confiscate,0.023809523809523808
introduce,0.08928571428571429
free,0.052083333333333336
re,0.010416666666666666
remain,0.33482142857142855
gain,0.12946428571428573
appoint,0.36904761904761907
authorize,0.03422619047619048
dissociate,0.002976190476190476
help,0.11904761904761904
hold,0.34523809523809523
orchestrate,0.041666666666666664
accomplish,0.01488095238095238
celebrate,0.03571428571428571
renounce,0.010416666666666666
follow,0.21875
release,0.25
qualify,0.005952380952380952
sustain,0.023809523809523808
cease,0.044642857142857144
eject,0.005952380952380952
withdraw,0.10714285714285714
reward,0.008928571428571428
design,0.022321428571428572
restore,0.0625
arrive,0.1636904761904762
exempt,0.00744047619047619
entitle,0.002976190476190476
double,0.013392857142857142
borrow,0.005952380952380952
upgrade,0.008928571428571428
promote,0.15029761904761904
offer,0.13988095238095238
wear,0.03720238095238095
attempt,0.2425595238095238
succeed,0.13839285714285715
die,0.34523809523809523
escape,0.11160714285714286
jump,0.008928571428571428
lay,0.06845238095238096
jail,0.05357142857142857
decommission,0.004464285714285714
reappointed,0.005952380952380952
assign,0.06398809523809523
consolidate,0.026785714285714284
constitute,0.022321428571428572
designate,0.03720238095238095
oppose,0.16964285714285715
destooled,0.001488095238095238
grant,0.10863095238095238
integrate,0.008928571428571428
change,0.12648809523809523
intimidate,0.008928571428571428
undermine,0.043154761904761904
publish,0.17113095238095238
start,0.2113095238095238
bar,0.028273809523809524
restrict,0.03571428571428571
empower,0.019345238095238096
cut,0.08630952380952381
limit,0.046130952380952384
expect,0.09375
predate,0.001488095238095238
enjoy,0.05654761904761905
decrease,0.020833333333333332
cancel,0.05803571428571429
intend,0.10119047619047619
fall,0.047619047619047616
privatize,0.001488095238095238
purchase,0.023809523809523808
rust,0.002976190476190476
ground,0.002976190476190476
import,0.005952380952380952
obtain,0.0625
fell,0.0818452380952381
generate,0.03125
fade,0.005952380952380952
distrust,0.011904761904761904
occupy,0.07738095238095238
listen,0.011904761904761904
articulate,0.00744047619047619
place,0.17559523809523808
address,0.07291666666666667
expand,0.047619047619047616
launch,0.1875
legitimize,0.002976190476190476
deploy,0.049107142857142856
visit,0.09523809523809523
outlaw,0.02976190476190476
pass,0.15327380952380953
intesified,0.001488095238095238
result,0.1949404761904762
arrest,0.4107142857142857
force,0.2619047619047619
resign,0.22916666666666666
support,0.3169642857142857
vote,0.08928571428571429
accept,0.13392857142857142
watch,0.03125
undertake,0.047619047619047616
consist,0.01636904761904762
include,0.13988095238095238
drop,0.06696428571428571
drive,0.07886904761904762
consider,0.19940476190476192
characterize,0.03125
commit,0.10863095238095238
serve,0.33779761904761907
dominate,0.06398809523809523
separate,0.022321428571428572
raise,0.11011904761904762
prone,0.001488095238095238
trace,0.00744047619047619
spend,0.11458333333333333
employ,0.03273809523809524
raid,0.043154761904761904
rip,0.005952380952380952
enrol,0.020833333333333332
voraciously,0.001488095238095238
read,0.10416666666666667
study,0.07291666666666667
attract,0.03422619047619048
invite,0.08333333333333333
impress,0.008928571428571428
coin,0.008928571428571428
confess,0.022321428571428572
belong,0.01488095238095238
provide,0.12797619047619047
forbid,0.03571428571428571
protect,0.04017857142857143
set,0.1800595238095238
exhaust,0.00744047619047619
work,0.20535714285714285
draw,0.07886904761904762
translate,0.017857142857142856
fascinate,0.001488095238095238
sue,0.01488095238095238
realize,0.049107142857142856
pay,0.052083333333333336
sing,0.005952380952380952
feature,0.022321428571428572
dress,0.022321428571428572
disrupt,0.010416666666666666
deplore,0.008928571428571428
enlist,0.019345238095238096
swear,0.07589285714285714
argue,0.13541666666666666
espouse,0.013392857142857142
hat,0.010416666666666666
barricade,0.013392857142857142
tie,0.011904761904761904
step,0.03720238095238095
mock,0.011904761904761904
jeer,0.001488095238095238
finish,0.03422619047619048
return,0.27380952380952384
perform,0.03422619047619048
kneel,0.005952380952380952
stab,0.01636904761904762
call,0.37202380952380953
dream,0.005952380952380952
complete,0.07738095238095238
recognize,0.07142857142857142
locate,0.01488095238095238
open,0.11011904761904762
look,0.06696428571428571
associate,0.041666666666666664
startle,0.002976190476190476
precede,0.020833333333333332
execute,0.13541666666666666
deem,0.050595238095238096
target,0.046130952380952384
hand,0.07589285714285714
describe,0.20238095238095238
decline,0.08482142857142858
put,0.21577380952380953
relate,0.01488095238095238
hang,0.019345238095238096
devote,0.00744047619047619
disintegrate,0.002976190476190476
vandalize,0.004464285714285714
strip,0.04017857142857143
bury,0.08928571428571429
know,0.13988095238095238
span,0.002976190476190476
culminate,0.03125
elect,0.19791666666666666
depose,0.1056547619047619
collapse,0.050595238095238096
pardon,0.03273809523809524
death,0.03273809523809524
bear,0.16517857142857142
graduate,0.08928571428571429
apply,0.03720238095238095
head,0.10267857142857142
send,0.27976190476190477
negotiate,0.05803571428571429
join,0.27827380952380953
hop,0.10119047619047619
assume,0.1636904761904762
shake,0.03273809523809524
gather,0.1130952380952381
rest,0.013392857142857142
quote,0.06101190476190476
admit,0.0744047619047619
drink,0.00744047619047619
sign,0.16964285714285715
affect,0.05505952380952381
regret,0.01488095238095238
pressure,0.03720238095238095
hospitalise,0.005952380952380952
diagnose,0.011904761904761904
live,0.10267857142857142
praise,0.047619047619047616
survive,0.07738095238095238
acquire,0.03125
perfect,0.001488095238095238
plague,0.01488095238095238
diminish,0.013392857142857142
embark,0.01636904761904762
misinterpret,0.001488095238095238
imprison,0.13095238095238096
overthrow,0.1056547619047619
function,0.013392857142857142
instal,0.05952380952380952
abolish,0.07291666666666667
adopt,0.11755952380952381
draft,0.07291666666666667
exacerbate,0.010416666666666666
enter,0.16666666666666666
organize,0.13988095238095238
proclaim,0.1056547619047619
commence,0.019345238095238096
detail,0.01636904761904762
descend,0.017857142857142856
defeat,0.08928571428571429
happen,0.05357142857142857
seize,0.17113095238095238
fail,0.18898809523809523
close,0.1056547619047619
contribute,0.052083333333333336
manage,0.12202380952380952
miss,0.022321428571428572
overtake,0.008928571428571428
enforce,0.02976190476190476
fight,0.11160714285714286
distinguish,0.011904761904761904
cause,0.18601190476190477
evacuate,0.03571428571428571
assassinate,0.08035714285714286
murder,0.052083333333333336
abdicate,0.022321428571428572
overshadow,0.005952380952380952
instrumental,0.011904761904761904
elevate,0.013392857142857142
insinuate,0.00744047619047619
recruit,0.046130952380952384
ally,0.020833333333333332
intercede,0.002976190476190476
summon,0.046130952380952384
rebel,0.013392857142857142
exile,0.05952380952380952
date,0.005952380952380952
render,0.013392857142857142
plot,0.047619047619047616
slander,0.002976190476190476
increasingly,0.005952380952380952
worry,0.046130952380952384
attack,0.14434523809523808
commission,0.03125
transfer,0.11160714285714286
disguise,0.00744047619047619
bribe,0.005952380952380952
reassign,0.01488095238095238
learn,0.0818452380952381
deliberate,0.002976190476190476
opt,0.020833333333333332
prepare,0.12053571428571429
want,0.15029761904761904
await,0.026785714285714284
approach,0.07738095238095238
about,0.00744047619047619
retreat,0.04017857142857143
ride,0.008928571428571428
hail,0.025297619047619048
catch,0.047619047619047616
flee,0.15178571428571427
grab,0.010416666666666666
try,0.2976190476190476
shout,0.03869047619047619
disperse,0.03720238095238095
alarm,0.026785714285714284
surround,0.08928571428571429
arm,0.019345238095238096
disturb,0.011904761904761904
apprehensive,0.002976190476190476
satisfy,0.002976190476190476
add,0.12202380952380952
anticipate,0.025297619047619048
need,0.03869047619047619
charge,0.11160714285714286
settle,0.046130952380952384
drift,0.005952380952380952
witness,0.03422619047619048
practise,0.002976190476190476
pursue,0.0625
portray,0.02976190476190476
discharge,0.017857142857142856
torture,0.049107142857142856
rehabilitate,0.008928571428571428
honor,0.008928571428571428
evolve,0.020833333333333332
nominate,0.047619047619047616
achieve,0.052083333333333336
develop,0.08779761904761904
align,0.01488095238095238
influence,0.06398809523809523
absorb,0.00744047619047619
tear,0.010416666666666666
pick,0.028273809523809524
institute,0.03125
notify,0.022321428571428572
purge,0.028273809523809524
inflict,0.01636904761904762
aggravate,0.011904761904761904
experience,0.03571428571428571
mutiny,0.008928571428571428
keep,0.13095238095238096
spread,0.08333333333333333
under,0.023809523809523808
cable,0.01488095238095238
mass,0.010416666666666666
hit,0.03720238095238095
damage,0.047619047619047616
estimate,0.044642857142857144
concentrate,0.022321428571428572
anchor,0.005952380952380952
field,0.002976190476190476
modify,0.00744047619047619
insist,0.08035714285714286
surrender,0.07589285714285714
oust,0.0744047619047619
mean,0.06547619047619048
exploit,0.020833333333333332
convict,0.07142857142857142
regard,0.0818452380952381
rally,0.041666666666666664
parley,0.001488095238095238
contend,0.013392857142857142
wait,0.047619047619047616
defect,0.020833333333333332
switch,0.019345238095238096
sideline,0.013392857142857142
speculate,0.028273809523809524
think,0.13095238095238096
resent,0.026785714285714284
recall,0.05357142857142857
choose,0.11755952380952381
paralyze,0.008928571428571428
subordinate,0.001488095238095238
enable,0.02976190476190476
deride,0.00744047619047619
engage,0.05952380952380952
instigate,0.028273809523809524
surge,0.001488095238095238
worsen,0.017857142857142856
build,0.0744047619047619
convince,0.07589285714285714
conflict,0.002976190476190476
favor,0.028273809523809524
feel,0.025297619047619048
see,0.15476190476190477
tend,0.019345238095238096
alienate,0.01636904761904762
disappoint,0.020833333333333332
compel,0.010416666666666666
infiltrate,0.017857142857142856
anger,0.023809523809523808
overrun,0.010416666666666666
oversee,0.03720238095238095
forecast,0.001488095238095238
cite,0.09077380952380952
upset,0.01488095238095238
arouse,0.00744047619047619
advocate,0.05952380952380952
moot,0.001488095238095238
rebuff,0.01488095238095238
lobby,0.025297619047619048
repeat,0.04017857142857143
engineer,0.01488095238095238
respect,0.01636904761904762
post,0.03869047619047619
search,0.020833333333333332
persuade,0.03571428571428571
trick,0.00744047619047619
reason,0.010416666666666666
predict,0.03571428571428571
correct,0.002976190476190476
assist,0.044642857142857144
demote,0.011904761904761904
supplement,0.004464285714285714
cashier,0.001488095238095238
conclude,0.09523809523809523
convert,0.022321428571428572
relinquish,0.010416666666666666
reflect,0.03273809523809524
disgruntle,0.001488095238095238
solidify,0.005952380952380952
successful,0.020833333333333332
heighten,0.00744047619047619
fuel,0.020833333333333332
purport,0.010416666666666666
buy,0.03422619047619048
leak,0.020833333333333332
fly,0.0625
customarily,0.001488095238095238
contemplate,0.019345238095238096
retain,0.06398809523809523
disseminate,0.013392857142857142
cover,0.026785714285714284
possess,0.013392857142857142
phone,0.025297619047619048
confirm,0.10416666666666667
stay,0.09226190476190477
schedule,0.052083333333333336
aware,0.03422619047619048
conjecture,0.002976190476190476
alert,0.025297619047619048
don,0.005952380952380952
telephone,0.025297619047619048
oversleep,0.001488095238095238
note,0.13095238095238096
wake,0.002976190476190476
apprehend,0.005952380952380952
show,0.125
accompany,0.043154761904761904
relay,0.005952380952380952
stabilize,0.008928571428571428
chair,0.020833333333333332
liken,0.008928571428571428
assemble,0.025297619047619048
direct,0.05654761904761905
sleep,0.005952380952380952
halt,0.026785714285714284
resume,0.05952380952380952
surprise,0.02976190476190476
file,0.04017857142857143
present,0.13095238095238096
concern,0.05952380952380952
embrace,0.011904761904761904
vow,0.050595238095238096
refer,0.1130952380952381
assail,0.004464285714285714
allude,0.005952380952380952
talk,0.03869047619047619
pledge,0.05654761904761905
hinder,0.011904761904761904
point,0.06398809523809523
trust,0.017857142857142856
view,0.09821428571428571
warn,0.12351190476190477
reassure,0.008928571428571428
clear,0.046130952380952384
defy,0.017857142857142856
implicate,0.03273809523809524
inflate,0.002976190476190476
seek,0.19940476190476192
unable,0.046130952380952384
rearrange,0.001488095238095238
provoke,0.05803571428571429
preside,0.022321428571428572
interrogate,0.013392857142857142
reconvene,0.010416666666666666
congratulate,0.02976190476190476
chastise,0.005952380952380952
derogatorily,0.001488095238095238
end,0.21577380952380953
imply,0.01636904761904762
campaign,0.022321428571428572
tour,0.017857142857142856
aim,0.08928571428571429
wish,0.043154761904761904
bemoan,0.002976190476190476
neglect,0.008928571428571428
seal,0.017857142857142856
hesitate,0.013392857142857142
trap,0.004464285714285714
stall,0.022321428571428572
berate,0.010416666666666666
sentence,0.15178571428571427
train,0.028273809523809524
run,0.10416666666666667
crush,0.041666666666666664
hopeful,0.002976190476190476
accelerate,0.013392857142857142
crack,0.011904761904761904
base,0.044642857142857144
organise,0.05505952380952381
command,0.09077380952380952
encircle,0.013392857142857142
shatter,0.00744047619047619
puncture,0.001488095238095238
penetrate,0.011904761904761904
arise,0.03720238095238095
truck,0.001488095238095238
restart,0.005952380952380952
circumnavigate,0.001488095238095238
mortar,0.001488095238095238
petered,0.004464285714285714
sit,0.03720238095238095
climb,0.017857142857142856
awake,0.00744047619047619
disagree,0.025297619047619048
broadcast,0.05952380952380952
suppress,0.05803571428571429
reiterate,0.052083333333333336
regain,0.03869047619047619
will,0.010416666666666666
consult,0.013392857142857142
disqualify,0.008928571428571428
stag,0.10267857142857142
pull,0.03869047619047619
stamp,0.00744047619047619
line,0.005952380952380952
rail,0.004464285714285714
prompt,0.06845238095238096
ambivalently,0.001488095238095238
hope,0.013392857142857142
side,0.020833333333333332
consent,0.008928571428571428
tap,0.008928571428571428
air,0.019345238095238096
blame,0.09970238095238096
sense,0.010416666666666666
exhort,0.008928571428571428
gun,0.002976190476190476
invade,0.03422619047619048
foment,0.013392857142857142
despise,0.00744047619047619
renege,0.00744047619047619
round,0.010416666666666666
let,0.019345238095238096
though,0.001488095238095238
back,0.07886904761904762
collude,0.004464285714285714
stress,0.03720238095238095
angrily,0.002976190476190476
dupe,0.002976190476190476
operate,0.03273809523809524
angry,0.010416666666666666
depict,0.004464285714285714
entrench,0.011904761904761904
ridicule,0.004464285714285714
incite,0.022321428571428572
criticise,0.05803571428571429
urge,0.1056547619047619
be,0.020833333333333332
credit,0.023809523809523808
arrange,0.026785714285714284
overwhelm,0.010416666666666666
mirror,0.002976190476190476
intensify,0.03125
dispatch,0.046130952380952384
contact,0.03125
cross,0.050595238095238096
that,0.004464285714285714
sympathize,0.004464285714285714
comfortable,0.004464285714285714
encounter,0.017857142857142856
interpret,0.03869047619047619
pinpoint,0.001488095238095238
ingest,0.001488095238095238
immolate,0.002976190476190476
greet,0.03273809523809524
uphold,0.025297619047619048
acquit,0.06101190476190476
garland,0.001488095238095238
welcome,0.044642857142857144
focus,0.041666666666666664
unscathed,0.001488095238095238
injure,0.06994047619047619
commend,0.010416666666666666
honour,0.005952380952380952
prioritise,0.001488095238095238
slam,0.00744047619047619
frighten,0.004464285714285714
circle,0.005952380952380952
dive,0.002976190476190476
dart,0.001488095238095238
rush,0.041666666666666664
patrol,0.017857142857142856
last,0.050595238095238096
level,0.005952380952380952
opine,0.00744047619047619
attribute,0.03571428571428571
denounce,0.11458333333333333
project,0.005952380952380952
hoard,0.001488095238095238
sensitive,0.004464285714285714
react,0.06398809523809523
impair,0.002976190476190476
board,0.019345238095238096
investigate,0.04017857142857143
cordoned,0.001488095238095238
flock,0.005952380952380952
perpetrate,0.011904761904761904
demonstrate,0.046130952380952384
adamantly,0.001488095238095238
joke,0.005952380952380952
dead,0.04017857142857143
justify,0.03125
remark,0.025297619047619048
rule,0.15773809523809523
appropriate,0.005952380952380952
combine,0.019345238095238096
communicate,0.00744047619047619
retire,0.0744047619047619
appeal,0.049107142857142856
document,0.010416666666666666
touch,0.002976190476190476
dramatize,0.002976190476190476
interview,0.026785714285714284
aid,0.026785714285714284
march,0.06994047619047619
ring,0.00744047619047619
reelect,0.010416666666666666
spawn,0.004464285714285714
hurt,0.013392857142857142
originate,0.019345238095238096
isolate,0.023809523809523808
border,0.001488095238095238
mark,0.09077380952380952
spark,0.044642857142857144
prove,0.05654761904761905
shut,0.0744047619047619
suspect,0.049107142857142856
divert,0.01488095238095238
choke,0.002976190476190476
unite,0.017857142857142856
teach,0.028273809523809524
delight,0.001488095238095238
observe,0.02976190476190476
thumb,0.001488095238095238
whisper,0.001488095238095238
strike,0.04017857142857143
outrage,0.013392857142857142
ecstatic,0.001488095238095238
vanish,0.005952380952380952
escalate,0.041666666666666664
slow,0.008928571428571428
dispute,0.02976190476190476
extend,0.043154761904761904
intervene,0.03125
split,0.028273809523809524
record,0.03125
violate,0.041666666666666664
trigger,0.02976190476190476
infuriate,0.002976190476190476
unfold,0.03125
beat,0.05505952380952381
interrupt,0.022321428571428572
press,0.020833333333333332
position,0.017857142857142856
exchange,0.011904761904761904
block,0.07291666666666667
inch,0.002976190476190476
clash,0.03720238095238095
push,0.05357142857142857
erupt,0.03571428571428571
rock,0.001488095238095238
revive,0.008928571428571428
found,0.13839285714285715
flood,0.00744047619047619
betray,0.03125
loyal,0.001488095238095238
struggle,0.020833333333333332
revile,0.001488095238095238
irk,0.001488095238095238
distribute,0.049107142857142856
fax,0.001488095238095238
quit,0.011904761904761904
retake,0.017857142857142856
impose,0.1056547619047619
manipulate,0.008928571428571428
get,0.08333333333333333
require,0.05803571428571429
massacre,0.005952380952380952
repeal,0.017857142857142856
void,0.005952380952380952
reinstall,0.005952380952380952
vent,0.001488095238095238
applaud,0.00744047619047619
produce,0.046130952380952384
fragment,0.004464285714285714
ace,0.001488095238095238
displease,0.001488095238095238
bypass,0.004464285714285714
invoke,0.020833333333333332
complain,0.041666666666666664
coordinate,0.020833333333333332
hijack,0.013392857142857142
misunderstand,0.002976190476190476
waste,0.005952380952380952
emphasize,0.028273809523809524
reinstate,0.05357142857142857
prerecord,0.001488095238095238
disconnect,0.00744047619047619
ignore,0.043154761904761904
caution,0.005952380952380952
print,0.017857142857142856
sacrifice,0.011904761904761904
fill,0.028273809523809524
honk,0.002976190476190476
wave,0.01488095238095238
slash,0.004464285714285714
smash,0.008928571428571428
circulate,0.03273809523809524
clarify,0.00744047619047619
trouble,0.010416666666666666
cheer,0.022321428571428572
lend,0.010416666666666666
deceive,0.005952380952380952
greenlit,0.001488095238095238
brief,0.013392857142857142
finance,0.022321428571428572
acknowledge,0.05357142857142857
broach,0.001488095238095238
conduct,0.05952380952380952
contest,0.013392857142857142
affirm,0.019345238095238096
snip,0.001488095238095238
comply,0.013392857142857142
brandish,0.004464285714285714
overlook,0.004464285714285714
impact,0.00744047619047619
recuse,0.001488095238095238
assault,0.017857142857142856
besiege,0.01636904761904762
own,0.046130952380952384
host,0.020833333333333332
impede,0.001488095238095238
revolt,0.010416666666666666
prevent,0.07589285714285714
strengthen,0.046130952380952384
revoke,0.019345238095238096
tone,0.001488095238095238
silence,0.004464285714285714
transpire,0.004464285714285714
protest,0.06845238095238096
echo,0.01488095238095238
educate,0.025297619047619048
farm,0.001488095238095238
forfeit,0.001488095238095238
marry,0.06101190476190476
quicken,0.001488095238095238
occasion,0.002976190476190476
coincide,0.00744047619047619
multiply,0.004464285714285714
